"artist","artistIds","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isGameChanger","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","number","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","setCode","side","signature","sourceProducts","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark"
"David Astruga","4fa5b0e2-1324-4407-98b8-3282395a03e3","","","arena, mtgo, paper","default","black","","B, W","","B",NA,"",26972,NA,5,"",5,"Purging Stormbrood","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying, Ward","English","adventure","",NA,"","{4}{B}",5,"Purging Stormbrood // Absorb Essence","213","","","","","fd02f823-23fd-5c22-883a-c6b98307a20c","4","TDM","","uncommon","","","","TDM","a","","","","Dragon","","Flying\nWard—Pay 2 life.\nWhen this creature enters, remove all counters from up to one target creature.","4","Creature — Dragon","Creature","59851cfc-f7e6-53aa-9c29-17f414551e67","ec9a7771-205f-542e-974c-82bbd18627bc",""
"Yigit Koroglu","a24479f8-6d9e-40f9-bede-f29899922b97","","","arena, mtgo, paper","default","black","","B, G, U","","B, G, U",NA,"",24850,NA,NA,"",NA,"","nonfoil, foil","","""You know you shouldn't and the Sultai forbid you. But you can't resist the temptation, can you?""","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2/B}{2/G}{2/U}",6,"Rakshasa's Bargain","214","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","Look at the top four cards of your library. Put two of them into your hand and the rest into your graveyard.","","Instant","Instant","e5d0f341-c801-59dd-8a79-bee331fb8432","","sultai"
"Clint Lockwood","72589de5-497e-4c58-b1a0-cc1b616f81a5","","","arena, mtgo, paper","default","black","","R, U, W","","R, U, W",NA,"",24931,NA,NA,"",NA,"","nonfoil, foil","","","enchantment","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","saga","",NA,"","{U}{R}{W}",3,"Rediscover the Way","215","","","","","","","TDM","","rare","","","oval","TDM","","","","","Saga","","(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)\nI, II — Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.\nIII — Whenever you cast a noncreature spell this turn, target creature you control gains double strike until end of turn.","","Enchantment — Saga","Enchantment","6ecbb40f-83c3-5b74-be2b-fd3d1043e862","3f7de260-8a02-5493-bf72-4e09f9e6725d",""
"Warren Mahy","002c739e-aa1f-4c1d-921b-37cb2d1b1c5b","","","arena, mtgo, paper","default","black","","B, R, W","","B, R, W",NA,"",24761,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2/R}{2/W}{2/B}",6,"Reigning Victor","216","","","","","","3","TDM","","common","","","","TDM","","","","","Orc, Warrior","","Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)\nWhen this creature enters, target creature gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","3","Creature — Orc Warrior","Creature","33af6e3b-1dfd-513b-8ca1-1567740a6d7e","","mardu"
"Craig J Spearing","b0f15e74-0dd6-4156-959e-c5e30c5cdc52","","","arena, mtgo, paper","default","black","","B, G, W","","B, G, W",NA,"",28821,NA,NA,"",NA,"","nonfoil, foil","","""Dried durian from the Marang River Valley! Candied cherries from the slopes of Cori! Genuine dragon scale cookware!""","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2/W}{2/B}{2/G}",6,"Reputable Merchant","217","","","","","","2","TDM","","common","","","","TDM","","","","","Human, Citizen","","When this creature enters or dies, put a +1/+1 counter on target creature you control.","2","Creature — Human Citizen","Creature","495ccff1-2d1c-58cb-a177-f5fb843270ad","","abzan"
"Clint Lockwood","72589de5-497e-4c58-b1a0-cc1b616f81a5","","","arena, mtgo, paper","default","black","","B, G, W","","B, G, W",NA,"",26363,NA,NA,"",NA,"","nonfoil, foil","","","enchantment","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{1}{W}{B}{G}",4,"Revival of the Ancestors","218","","","","","","","TDM","","rare","","","oval","TDM","","","","","Saga","","(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)\nI — Create three 1/1 white Spirit creature tokens.\nII — Distribute three +1/+1 counters among one, two, or three target creatures you control.\nIII — Creatures you control gain trample and lifelink until end of turn.","","Enchantment — Saga","Enchantment","cf43733f-454e-5f63-822b-e9aba7033731","9a7e66d3-e97b-5670-ac52-3f73c2b202f8",""
"Wayne Wu","2b551106-f94f-4c81-8b5c-197cdfa29d4a","","","arena, mtgo, paper","default","black","","R, U, W","","R, U, W",NA,"",28362,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2/U}{2/R}{2/W}",6,"Riverwheel Sweep","219","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","Tap target creature. Put three stun counters on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)\nExile the top two cards of your library. Choose one of them. Until the end of your next turn, you may play that card.","","Sorcery","Sorcery","8345b71c-e5a8-5aa4-8915-e13fddf729b2","","jeskai"
"Clint Lockwood","72589de5-497e-4c58-b1a0-cc1b616f81a5","","","arena, mtgo, paper","default","black","","G, R, U","","G, R, U",NA,"",27640,NA,NA,"",NA,"","nonfoil, foil","","","enchantment","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2}{G}{U}{R}",5,"Roar of Endless Song","220","","","","","","","TDM","","rare","","","oval","TDM","","","","","Saga","","(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)\nI, II — Create a 5/5 green Elephant creature token.\nIII — Double the power and toughness of each creature you control until end of turn.","","Enchantment — Saga","Enchantment","8cd2944f-9bcf-5fea-870f-b18892ee869a","bcc68561-b809-5ae5-9578-323229ea0bbb",""
"Loïc Canavaggia","f1e2e10b-08be-4e92-8f50-95a72850a811","","","arena, mtgo, paper","default","black","","R, U","","R",NA,"",24326,NA,4,"",4,"Runescale Stormbrood","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying","English","adventure","",NA,"","{3}{R}",4,"Runescale Stormbrood // Chilling Screech","221","","","","","0326e0d3-8af0-510e-9deb-c65029593058","2","TDM","","uncommon","","","","TDM","a","","","","Dragon","","Flying\nWhenever you cast a noncreature spell or a Dragon spell, this creature gets +2/+0 until end of turn.","4","Creature — Dragon","Creature","4a71a68d-061a-5faf-945a-046bdf43bbfd","aa14ba88-f174-5e11-a88b-ebeaebccc2d1",""
"Scott Murphy","07c7ac65-dfa6-4273-9c66-ec9d8f3e2226","","","arena, mtgo, paper","default","black","","B, G, W","","B, G, W",NA,"",28353,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Deathtouch","English","normal","",NA,"","{W}{B}{G}",3,"Severance Priest","222","","","","","","3","TDM","","rare","","","oval","TDM","","","","","Djinn, Cleric","","Deathtouch\nWhen this creature enters, target opponent reveals their hand. You may choose a nonland card from it. If you do, exile that card.\nWhen this creature leaves the battlefield, the exiled card's owner creates an X/X white Spirit creature token, where X is the mana value of the exiled card.","3","Creature — Djinn Cleric","Creature","039a562e-68c0-57cf-85e7-087da1bd11fa","fdb6fcde-c5a6-5a57-b51c-931ce98c6277","abzan"
"Victor Adame Minguez","bd8f7368-5b10-4554-b6b8-d052c6aca89f","","","arena, mtgo, paper","default","black","","R, U, W","","R, U, W",NA,"",20942,NA,NA,"",NA,"","nonfoil, foil","","","legendary","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying, Vigilance","English","normal","{""brawl"": false, ""commander"": true, ""oathbreaker"": false}",NA,"","{2}{U}{R}{W}",5,"Shiko, Paragon of the Way","223","","","","","","4","TDM","","mythic","","","oval","TDM","","","","","Spirit, Dragon","Legendary","Flying, vigilance\nWhen Shiko enters, exile target nonland card with mana value 3 or less from your graveyard. Copy it, then you may cast the copy without paying its mana cost. (A copy of a permanent spell becomes a token.)","5","Legendary Creature — Spirit Dragon","Creature","885d1973-b375-577f-a6bf-b7207aae3fe8","46e3359c-42e0-5a0d-aad9-f439a1399218, 5b9cde5e-7e77-5407-a9cd-d50bf0962f9e","jeskai"
"James Bousema","371aeb61-4800-423e-84c3-c2ebd6cad439","","","arena, mtgo, paper","default","black","","B, G, W","","B, G, W",NA,"",23014,NA,NA,"",NA,"","nonfoil, foil","","Slowly, the clans have begun to recover and adapt long-forgotten tactics.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Trample","English","normal","",NA,"","{W}{B}{G}",3,"Skirmish Rhino","224","","","","","","3","TDM","","uncommon","","","","TDM","","","","","Rhino","","Trample\nWhen this creature enters, each opponent loses 2 life and you gain 2 life.","4","Creature — Rhino","Creature","ccecdfae-a133-555c-83ce-f4bdba0b5a51","2e5b82ab-4b43-5174-a97e-aad9948fcecb, 235c80f7-7c22-5085-9d99-ed665ae23bb1","abzan"
"Irina Nordsol","1e4cb52d-476e-4c68-ac87-2e620aede6d4","","","arena, mtgo, paper","default","black","","G, R, U","","G, R, U",NA,"",26016,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flash","English","normal","",NA,"","{G}{U}{R}",3,"Songcrafter Mage","225","","","","","","3","TDM","","rare","","","oval","TDM","","","","","Human, Bard","","Flash\nWhen this creature enters, target instant or sorcery card in your graveyard gains harmonize until end of turn. Its harmonize cost is equal to its mana cost. (You may cast that card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile the spell.)","2","Creature — Human Bard","Creature","5c2a2488-b663-5fbc-9ae8-b60cbbe8c169","3312282d-221a-5335-86dd-889a8b958469","temur"
"Jason A. Engle","02e2b5de-4341-464c-8fdb-a1adbf873bc0","","","arena, mtgo, paper","default","black","","B, R, W","","B, R, W",NA,"",27353,NA,NA,"",NA,"","nonfoil, foil","","To ensure a fair competition, the Great Assemblage's war shriek contest has two divisions: dragons, and everyone else.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying","English","normal","",NA,"","{2}{R}{W}{B}",5,"Sonic Shrieker","226","","","","","","4","TDM","","uncommon","","","","TDM","","","","","Dragon","","Flying\nWhen this creature enters, it deals 2 damage to any target and you gain 2 life. If a player is dealt damage this way, they discard a card.","4","Creature — Dragon","Creature","69b8d250-ceaa-5702-b7cb-4565800ef102","a51b34bc-767e-50ff-b569-3c62d484c020","mardu"
"Bastien L. Deharme","798f63ec-41ad-474e-9708-df08193345c6","","","arena, mtgo, paper","default","black","","B, G","","B, G",NA,"",26021,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Menace","English","normal","",NA,"","{1}{B}{G}",3,"Stalwart Successor","227","","","","","","3","TDM","","uncommon","","","","TDM","","","","","Human, Warrior","","Menace (This creature can't be blocked except by two or more creatures.)\nWhenever one or more counters are put on a creature you control, if it's the first time counters have been put on that creature this turn, put a +1/+1 counter on that creature.","2","Creature — Human Warrior","Creature","2fdfc097-97e4-5610-a7d3-53f8194596f3","",""
"Brent Hollowell","19d4900c-f5a1-4c08-b5e0-b8d7ba733ec2","","","arena, mtgo, paper","default","black","","G, R, U","","G, R, U",NA,"",15909,NA,NA,"",NA,"","nonfoil, foil","","When called to the land's defense, all come to protect their shared home. It's why many of the Temur use ""family"" and ""herd"" interchangeably.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{G}{U}{R}",3,"Temur Battlecrier","228","","","","","","4","TDM","","rare","","","oval","TDM","","","","","Orc, Ranger","","During your turn, spells you cast cost {1} less to cast for each creature you control with power 4 or greater.","3","Creature — Orc Ranger","Creature","82150fed-3464-5f9e-bbab-336685b4540c","bbd3e325-955b-52f4-a3f9-737ff8bf4b6e, 2a6157b9-f349-574e-942a-f039b8e78b93","temur"
"Brian Valeza","bb2a9339-bbe4-445f-9736-3c43379ee076","","","arena, mtgo, paper","default","black","","G, R, U","","G, R, U",NA,"",28587,NA,NA,"",NA,"","nonfoil, foil","","""He just kind of followed me home one day. I mean, could you say no to this face?""\n—Karasi, Mistrise provisioner","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2/G}{2/U}{2/R}",6,"Temur Tawnyback","229","","","","","","4","TDM","","common","","","","TDM","","","","","Beast","","When this creature enters, draw a card, then discard a card.","3","Creature — Beast","Creature","47469a54-6b24-5e17-ba92-61f4fd69dce2","","temur"
"Alexander Ostrowski","3c278fce-4a9d-4b16-8c84-d29addc394f5","","","arena, mtgo, paper","default","black","","B, G, U","","B, G, U",NA,"",19779,NA,NA,"",NA,"","nonfoil, foil","","""As you act, so shall you be judged.""","legendary","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying, Lifelink","English","normal","{""brawl"": false, ""commander"": true, ""oathbreaker"": false}",NA,"","{2}{B}{G}{U}",5,"Teval, Arbiter of Virtue","230","","","","","","6","TDM","","mythic","","","oval","TDM","","","","","Spirit, Dragon","Legendary","Flying, lifelink\nSpells you cast have delve. (Each card you exile from your graveyard while casting those spells pays for {1}.)\nWhenever you cast a spell, you lose life equal to its mana value.","6","Legendary Creature — Spirit Dragon","Creature","1e071805-cd26-5a7e-a882-535e5d67fd12","a0cba0b4-aec1-5d64-813c-46f1762ce906, dcbebd66-cf08-5e8d-8933-fa872f4ee5aa","sultai"
"Clint Lockwood","72589de5-497e-4c58-b1a0-cc1b616f81a5","","","arena, mtgo, paper","default","black","","B, R, W","","B, R, W",NA,"",24305,NA,NA,"",NA,"","nonfoil, foil","","","enchantment","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{R}{W}{B}",3,"Thunder of Unity","231","","","","","","","TDM","","rare","","","oval","TDM","","","","","Saga","","(As this Saga enters step, add a lore counter. Sacrifice after III.)\nI — You draw two cards and you lose 2 life.\nII, III — Whenever a creature you control enters this turn, each opponent loses 1 life and you gain 1 life.","","Enchantment — Saga","Enchantment","b509e306-9b7c-5493-aa45-5225cedf261c","31cde842-b500-52c2-997e-d44947559dc2",""
"Tuan Duong Chu","d84246f9-a536-485f-a21d-a237302ed100","","","arena, mtgo, paper","default","black","","R, W","","W",NA,"",27499,NA,6,"",6,"Twinmaw Stormbrood","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying","English","adventure","",NA,"","{5}{W}",6,"Twinmaw Stormbrood // Charring Bite","232","","","","","5966987d-57ff-577f-8161-d1a5712fc249","5","TDM","","uncommon","","","","TDM","a","","","","Dragon","","Flying\nWhen this creature enters, you gain 5 life.","4","Creature — Dragon","Creature","ea33b50c-09a0-5f64-a692-33f1abc8e4e1","8a2e4296-6ff6-599e-bb28-c7674fd67569",""
"Alexander Ostrowski","3c278fce-4a9d-4b16-8c84-d29addc394f5","","","arena, mtgo, paper","default","black","","G, R, U","","G, R, U",NA,"",17535,NA,NA,"",NA,"","nonfoil, foil","","","legendary","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying, Protection","English","normal","{""brawl"": false, ""commander"": true, ""oathbreaker"": false}",NA,"","{5}{G}{U}{R}",8,"Ureni, the Song Unending","233","","","","","","10","TDM","","mythic","","","oval","TDM","","","","","Spirit, Dragon","Legendary","Flying, protection from white and from black\nWhen Ureni enters, it deals X damage divided as you choose among any number of target creatures and/or planeswalkers your opponents control, where X is the number of lands you control.","10","Legendary Creature — Spirit Dragon","Creature","f3d6e464-e338-5266-8ffb-7c05062c524d","3a75d55a-6ea1-5668-a753-3b98659817d5, 92e1f5b4-d20b-5ee4-9810-269d1350949e","temur"
"Fajareka Setiawan","0cc534e0-be18-4cb1-8521-50fabd0dac6f","","","arena, mtgo, paper","default","black","","G, U","","U",NA,"",18434,NA,5,"",5,"Whirlwing Stormbrood","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flash, Flying","English","adventure","",NA,"","{4}{U}",5,"Whirlwing Stormbrood // Dynamic Soar","234","","","","","d2516742-2a1e-5302-8382-e2de4ff3e27f","4","TDM","","uncommon","","","","TDM","a","","","","Dragon","","Flash\nFlying\nYou may cast sorcery spells and Dragon spells as though they had flash.","3","Creature — Dragon","Creature","8a3d21cb-9061-5413-ae3c-e5e836359427","c28156ff-a993-57c6-97cf-68410bd21744",""
"Néstor Ossandón Leal","7a6f1667-a8ac-47f5-a302-f71cb54b2adf","","","arena, mtgo, paper","default","black","","R, W","","R, W",NA,"",17401,NA,NA,"",NA,"","nonfoil, foil","","","enchantment","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{1}{R}{W}",3,"Windcrag Siege","235","","","","","","","TDM","","rare","","","oval","TDM","","","","","","","As this enchantment enters, choose Mardu or Jeskai.\n• Mardu — If a creature attacking causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.\n• Jeskai — At the beginning of your upkeep, create a 1/1 red Goblin creature token. It gains lifelink and haste until end of turn.","","Enchantment","Enchantment","47366dca-0ac2-5560-93f1-f4901d8d3025","35526741-35c6-5b8b-ab70-ef9aa7c134e2",""
"Inkognit","0ebd73e7-55c9-49d6-bf99-241f10801f89","","","arena, mtgo, paper","default","black","","B, G, W","","B, G, W",NA,"",27382,NA,NA,"",NA,"","nonfoil, foil","","She keeps watch for dragonstorms and rival clans alike. For dragons, she raises an alarm. For thieves, her blade.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Mill","English","normal","",NA,"","{1}{W}{B}{G}",4,"Yathan Roadwatcher","236","","","","","","3","TDM","","rare","","","oval","TDM","","","","","Human, Scout","","When this creature enters, if you cast it, mill four cards. When you do, return target creature card with mana value 3 or less from your graveyard to the battlefield.","3","Creature — Human Scout","Creature","d7bae76c-6406-5303-87f5-05ba4c19d6f0","d6ccd2a5-944e-59f1-89a7-cf4dd94a59a5","abzan"
"Steve Prescott","a1139fb8-41f5-4a9e-9a74-f662e1a23b35","","","arena, mtgo, paper","default","black","","B, R, W","","B, R, W",NA,"",18599,NA,NA,"",NA,"","nonfoil, foil","","""Hear me, Mardu! Our freedom is only beginning!""","legendary","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","{""brawl"": false, ""commander"": true, ""oathbreaker"": false}",NA,"","{R}{W}{B}",3,"Zurgo, Thunder's Decree","237","","","","","","2","TDM","","rare","","","oval","TDM","","","","","Orc, Warrior","Legendary","Mobilize 2 (Whenever this creature attacks, create two tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)\nDuring your end step, Warrior tokens you control have ""This token can't be sacrificed.""","4","Legendary Creature — Orc Warrior","Creature","c688ab18-c6fe-5c35-8331-0c976b86a1f4","d9a8c368-1e36-55fc-a152-b11a86ec5607","mardu"
"Jorge Jacinto","05a3ac12-b25d-48e2-af5e-8a299fd3da14","","","arena, mtgo, paper","default","black","","B, G, W","","",NA,"",24623,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2}",2,"Abzan Monument","238","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","When this artifact enters, search your library for a basic Plains, Swamp, or Forest card, reveal it, put it into your hand, then shuffle.\n{1}{W}{B}{G}, {T}, Sacrifice this artifact: Create an X/X white Spirit creature token, where X is the greatest toughness among creatures you control. Activate only as a sorcery.","","Artifact","Artifact","95a09b28-a742-54e4-822c-9daedb6220e7","","abzan"
"Alexander Ostrowski","3c278fce-4a9d-4b16-8c84-d29addc394f5","","","arena, mtgo, paper","default","black","","","","",NA,"",27970,NA,NA,"",NA,"","nonfoil, foil","","The draconic power that flowed out from the dragonstorms imbued the landscape with draconic features—scales, claws, and appetites.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Flying, Surveil, Vigilance","English","normal","",NA,"","{5}",5,"Boulderborn Dragon","239","","","","","","3","TDM","","common","","","","TDM","","","","","Dragon","","Flying, vigilance\nWhenever this creature attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)","3","Artifact Creature — Dragon","Artifact, Creature","c23b0e78-2752-5e1c-bbe8-781651b7157a","8431c225-aac9-55f5-83e8-e56a6c19ca91",""
"Clint Lockwood","72589de5-497e-4c58-b1a0-cc1b616f81a5","","","arena, mtgo, paper","default","black","","","","",NA,"",21318,NA,NA,"",NA,"","nonfoil, foil","","It's as if the metal itself rages.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Equip","English","normal","",NA,"","{1}",1,"Dragonfire Blade","240","","","","","","","TDM","","rare","","","oval","TDM","","","","","Equipment","","Equipped creature gets +2/+2 and has hexproof from monocolored.\nEquip {4}. This ability costs {1} less to activate for each color of the creature it targets.","","Artifact — Equipment","Artifact","51cb9979-cd26-5e6a-8aa7-bd9cb0a827e5","e89ea40b-1d3f-5987-97cb-9dd88e7c4649",""
"Adrián Rodríguez Pérez","24f88106-bd8e-4fea-963d-c523bd8b8137","","","arena, mtgo, paper","default","black","","","","",NA,"",20965,NA,NA,"",NA,"","nonfoil, foil","","Jeskai scholars fashioned devices to forecast the behavior of the dragonstorms.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{3}",3,"Dragonstorm Globe","241","","","","","","","TDM","","common","","","","TDM","","","","","","","Each Dragon you control enters with an additional +1/+1 counter on it.\n{T}: Add one mana of any color.","","Artifact","Artifact","c3576a11-5eeb-58fd-b362-9a52682c3835","",""
"Stephanie Cheung","426f0596-3b4d-4868-976a-a0896c3b45da","","","arena, mtgo, paper","default","black","","","","",NA,"",26907,NA,NA,"",NA,"","nonfoil, foil","","Its eternal glow lights the way for weary travelers through the misty heights surrounding Pearl Lake.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2}",2,"Embermouth Sentinel","242","","","","","","2","TDM","","common","","","","TDM","","","","","Chimera","","When this creature enters, you may search your library for a basic land card, reveal it, then shuffle and put that card on top. If you control a Dragon, put that card onto the battlefield tapped instead.","1","Artifact Creature — Chimera","Artifact, Creature","99d25e00-84b8-5fc2-9bac-342c8f512f35","",""
"David Astruga","4fa5b0e2-1324-4407-98b8-3282395a03e3","","","arena, mtgo, paper","default","black","","","","",NA,"",28596,NA,NA,"",NA,"","nonfoil, foil","","Set in motion by artificers long forgotten, it remained loyal through the ages to the occupants of Kheru City.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Reach","English","normal","",NA,"","{4}",4,"Jade-Cast Sentinel","243","","","","","","1","TDM","","common","","","","TDM","","","","","Ape, Snake","","Reach\n{2}, {T}: Put target card from a graveyard on the bottom of its owner's library.","5","Artifact Creature — Ape Snake","Artifact, Creature","3b7bb38b-aa77-5ea3-a0ed-58eaae48dd64","",""
"Julian Kok Joon Wen","7f1868e3-325f-4df9-8f27-a381fed4f0fc","","","arena, mtgo, paper","default","black","","R, U, W","","",NA,"",28347,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2}",2,"Jeskai Monument","244","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","When this artifact enters, search your library for a basic Island, Mountain, or Plains card, reveal it, put it into your hand, then shuffle.\n{1}{U}{R}{W}, {T}, Sacrifice this artifact: Create two 1/1 white Bird creature tokens with flying. Activate only as a sorcery.","","Artifact","Artifact","43cf017c-d0e9-5310-bb84-bb560b4611c3","","jeskai"
"Salvatorre Zee Yazzie","1629eaec-cc37-4870-bc89-1e8ca5569507","","","arena, mtgo, paper","default","black","","B, R, W","","",NA,"",25606,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2}",2,"Mardu Monument","245","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","When this artifact enters, search your library for a basic Mountain, Plains, or Swamp card, reveal it, put it into your hand, then shuffle.\n{2}{R}{W}{B}, {T}, Sacrifice this artifact: Create three 1/1 red Warrior creature tokens. They gain menace and haste until end of turn. Activate only as a sorcery. (A creature with menace can't be blocked except by two or more creatures.)","","Artifact","Artifact","f265e641-80a3-5c2b-9678-10163d39d311","","mardu"
"Steven Belledin","f07d73b9-52a0-4fe5-858b-61f7b42174a5","","","arena, mtgo, paper","default","black","","","","",NA,"",14207,NA,NA,"",NA,"","nonfoil, foil","","""Rage. Greed. Arrogance. People only accuse dragons of what they fear in themselves.""\n—Sarkhan","legendary","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{0}",0,"Mox Jasper","246","","","","","","","TDM","","mythic","","","oval","TDM","","","","","","Legendary","{T}: Add one mana of any color. Activate only if you control a Dragon.","","Legendary Artifact","Artifact","0bb61288-bcc4-56fe-8eb5-a6cc401aeb26","2266f524-232c-53ad-9fd2-bbca85627469, b48f16cd-53a6-57f7-a5d1-3385075cc0c0",""
"Julian Kok Joon Wen","7f1868e3-325f-4df9-8f27-a381fed4f0fc","","","arena, mtgo, paper","default","black","","B, G, U","","",NA,"",28057,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2}",2,"Sultai Monument","247","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","When this artifact enters, search your library for a basic Swamp, Forest, or Island card, reveal it, put it into your hand, then shuffle.\n{2}{B}{G}{U}, {T}, Sacrifice this artifact: Create two 2/2 black Zombie Druid creature tokens. Activate only as a sorcery.","","Artifact","Artifact","587123ed-943a-55df-9762-f193411edc53","","sultai"
"Sam Burley","f89f4b78-cefb-41f7-b7cb-4f4d28de0c4f","","","arena, mtgo, paper","default","black","","G, R, U","","",NA,"",27732,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,"","","True","True","","","","","","","","","","","","","","","","English","normal","",NA,"","{2}",2,"Temur Monument","248","","","","","","","TDM","","uncommon","","","","TDM","","","","","","","When this artifact enters, search your library for a basic Forest, Island, or Mountain card, reveal it, put it into your hand, then shuffle.\n{3}{G}{U}{R}, {T}, Sacrifice this artifact: Create a 5/5 green Elephant creature token. Activate only as a sorcery.","","Artifact","Artifact","157e74d0-355b-5ad1-a64e-74db2f104497","","temur"
"Brian Valeza","bb2a9339-bbe4-445f-9736-3c43379ee076","","","arena, mtgo, paper","default","black","","","","",NA,"",28746,NA,NA,"",NA,"","nonfoil, foil","","Against dragonlords, khans, and Ugin himself, the golem survived. Original purpose forgotten, it awaits orders that will never come, from a world that has moved on without it.","","2015",NA,"","","True","True","","","","","","","","","","","","","","","Mill","English","normal","",NA,"","{3}",3,"Watcher of the Wayside","249","","","","","","3","TDM","","common","","","","TDM","","","","","Golem","","When this creature enters, target player mills two cards. You gain 2 life. (To mill two cards, a player puts the top two cards of their library into their graveyard.)","2","Artifact Creature — Golem","Artifact, Creature","7301b2f7-461c-57e2-9ecb-895f6f1bb8fa","",""
