"artist","artistIds","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","number","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","setCode","side","signature","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep"
"Carl Critchlow","17948f16-611a-44b8-8d10-9895a0bdfff1","","","mtgo, paper","default","black","","G","","G",NA,"",5532,0.04,NA,"",NA,"","nonfoil, foil","","He exercises his right to bear arms.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Threshold","English","normal","",NA,"","{1}{G}",2,"Werebear","182","","","{T}: Add {G}.\nThreshold — Werebear gets +3/+3 as long as seven or more cards are in your graveyard.","Creature — Human Bear Druid","","1","DMR, EMA, ODY, TD0, WC02","","common","","","","DMR","","","","Human, Bear, Druid","","{T}: Add {G}.\nThreshold — Werebear gets +3/+3 as long as seven or more cards are in your graveyard.","1","Creature — Human Bear Druid","Creature","6d4e95b5-439a-5367-90b4-c6718c307faf","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Larissa Hasenheit & Mina Jeon","3de12ff8-3701-4154-8407-f102f44670dd, d58fedc9-b2a8-4a12-a942-fd1efceacb9c","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Weird Angel Flame","42","","","2 — Heroic — Whenever you cast a spell that targets this permanent, put two +1/+1 counters on it.\n3 — Protection from even mana values\n2 — 2/3\n5 — 7/8","Stickers","","","SUNF","","common","","","","SUNF","","","","","","{TK}{TK} — Heroic — Whenever you cast a spell that targets this permanent, put two +1/+1 counters on it.\n{TK}{TK}{TK} — Protection from even mana values\n{TK}{TK} — 2/3\n{TK}{TK}{TK}{TK}{TK} — 7/8","","Stickers","Stickers","45c3442a-0e9a-5ebb-b9fe-c91297860d3b","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Joe Slucher","13b6c9ee-f7a8-46a4-934f-ea6b4a1b14b2","","","arena, mtgo, paper","default","black","","","","",NA,"",14929,NA,NA,"",NA,"","nonfoil, foil","","No weapon stays on the rack for long in the Burning Yard.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{4}",4,"Weapon Rack","236","","","Weapon Rack enters the battlefield with three +1/+1 counters on it.\n{T}: Move a +1/+1 counter from Weapon Rack onto target creature. Activate this ability only any time you could cast a sorcery.","Artifact","","","ELD, J22","","common","","","","ELD","","","","","","Weapon Rack enters the battlefield with three +1/+1 counters on it.\n{T}: Move a +1/+1 counter from Weapon Rack onto target creature. Activate only as a sorcery.","","Artifact","Artifact","40bc1031-6cc8-5e10-9ff3-12f8a7b70c78","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"Igor Kieryluk","9c3e9d17-509f-485c-9360-46d897ce716b","","","mtgo, paper","default","black","","U","","U",NA,"",11022,0.11,NA,"",NA,"","nonfoil, foil","","A true shortcut isn't a way other people don't know; it's a way other people can't go.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{3}{U}",4,"Way of the Thief","56","","","Enchant creature\nEnchanted creature gets +2/+2.\nEnchanted creature is unblockable as long as you control a Gate.","Enchantment — Aura","","","GTC","","common","","","","GTC","","","","Aura","","Enchant creature\nEnchanted creature gets +2/+2.\nEnchanted creature can't be blocked as long as you control a Gate.","","Enchantment — Aura","Enchantment","b3596e45-6339-5780-90c9-5019cb33b3b4","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"John Severin Brassell","a4f50310-4b01-4cd3-8ab8-85b31e6876db","","","mtgo, paper","default","black","","U","","U",NA,"",18943,0.04,NA,"",NA,"","nonfoil, foil","","""Do you see? All of Tazeem strains at its tether.""\n—Noyan Dar, Tazeem roilmage","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flying, Landfall","English","normal","",NA,"","{5}{U}",6,"Wave-Wing Elemental","88","","","Flying\nLandfall — Whenever a land enters the battlefield under your control, Wave-Wing Elemental gets +2/+2 until end of turn.","Creature — Elemental","","3","BFZ, MB1","","common","","","","BFZ","","","","Elemental","","Flying\nLandfall — Whenever a land enters the battlefield under your control, Wave-Wing Elemental gets +2/+2 until end of turn.","4","Creature — Elemental","Creature","c0a41f1b-c030-5670-b85c-0193b8d2ac94","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA
"Yeong-Hao Han","f8e7f8d6-6dde-4059-973c-30f1fd1bbe4e","","","arena","","black","","U","","U",NA,"",24168,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{1}{U}",2,"Waterkin Shaman","39","","","Whenever a creature with flying enters the battlefield under your control, Waterkin Shaman gets +1/+1 until end of turn.","Creature — Elemental Shaman","","2","ANB, M20","","common","","","","ANB","","","","Elemental, Shaman","","Whenever a creature with flying enters the battlefield under your control, Waterkin Shaman gets +1/+1 until end of turn.","1","Creature — Elemental Shaman","Creature","9d9a9760-503d-5882-8815-569f8911c32b","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Mathias Kollros","2ae0dd12-047c-4efb-80d7-bccc3bac5fba","","","paper","default","black","","U","","U",NA,"",24016,NA,NA,"",NA,"","nonfoil, foil","","""Beware an eddy where there should be none or a stretch that flows too fast or too slow.""\n—Old Fishbones, Martyne river guide","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Watercourser","137","","","{U}: Watercourser gets +1/-1 until end of turn.","Creature — Elemental","","2","BBD, M13, MB1, ORI","","common","","","","BBD","","","","Elemental","","{U}: Watercourser gets +1/-1 until end of turn.","3","Creature — Elemental","Creature","f0f0d42f-588f-5276-839d-26d15672aed7","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Ron Spencer","dab52c11-0564-4207-a4a1-c1735c946a65","","","paper","default","black","","U","","U",NA,"",24819,NA,NA,"",NA,"","nonfoil","","","","1993",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{U}",1,"Water Wurm","38","","","Water Wurm gains +0/+1 if opponent controls at least one island.","Summon - Wurm","","1","DRK","","common","","","","DRK","","","","Wurm","","Water Wurm gets +0/+1 as long as an opponent controls an Island.","1","Creature — Wurm","Creature","f6a602ee-3c1c-5ef6-bf44-40276c9fa9ee","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Brent Hollowell","19d4900c-f5a1-4c08-b5e0-b8d7ba733ec2","","","arena","default","black","","U","","U",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mill","English","normal","",NA,"","{3}{U}",4,"Water Weird","41","","","Whenever Water Weird deals combat damage to a player, put a +1/+1 counter on Water Weird if the top card of your library is a nonland card. Otherwise, you may mill a card.","Creature — Elemental Weird","","3","HBG","","common","","","arena","HBG","","","","Elemental, Weird","","Whenever Water Weird deals combat damage to a player, put a +1/+1 counter on Water Weird if the top card of your library is a nonland card. Otherwise, you may mill a card.\n{1}{U}: Water Weird gets +1/-1 until end of turn.","4","Creature — Elemental Weird","Creature","5dfc10dc-097f-5db5-9b49-557eb4b48da3","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Michele Parisi","0faf41b2-74e7-4e58-88b9-5ff71dec89fc","","","arena, mtgo, paper","default","black","","G","","G",NA,"",10804,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant, Fight","English","normal","",NA,"","{1}{G}",2,"Warbriar Blessing","204","","","Enchant creature you control\nWhen Warbriar Blessing enters the battlefield, enchanted creature fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)\nEnchanted creature gets +0/+2.","Enchantment — Aura","","","THB","","common","","","","THB","","","","Aura","","Enchant creature you control\nWhen Warbriar Blessing enters the battlefield, enchanted creature fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)\nEnchanted creature gets +0/+2.","","Enchantment — Aura","Enchantment","ec7baadc-0c57-5460-a03e-638c79a9a8d4","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Magali Villeneuve","9e6a55ae-be4d-4c23-a2a5-135737ffd879","","","mtgo, paper","default","black","","U","","U",NA,"",18811,0.21,NA,"",NA,"","nonfoil, foil","","Once she sang sailors to their doom. Now she leads them to glory.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flying, Heroic","English","normal","",NA,"","{2}{U}",3,"War-Wing Siren","57","","","Flying\nHeroic — Whenever you cast a spell that targets War-Wing Siren, put a +1/+1 counter on War-Wing Siren.","Creature — Siren Soldier","","1","JOU","","common","","","","JOU","","","","Siren, Soldier","","Flying\nHeroic — Whenever you cast a spell that targets War-Wing Siren, put a +1/+1 counter on War-Wing Siren.","3","Creature — Siren Soldier","Creature","dad824cf-9938-5d85-9a67-9c678224b3b1","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"David Martin","996ad764-4ae0-4952-8bb5-5a75c9d68275","","","mtgo, paper","default","black","","","","",NA,"",18308,NA,NA,"",NA,"","nonfoil, foil","","","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{2}",2,"Vulshok Morningstar","157","","","Equipped creature gets +2/+2.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery. This card comes into play unattached and stays in play if the creature leaves play.)","Artifact - Equipment","","","9ED, DDI, DST","","common","","","","DST","","","","Equipment","","Equipped creature gets +2/+2.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)","","Artifact — Equipment","Artifact","3330b203-ac82-55ba-bcd0-5eeeb00096d9","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Richard Sardinha","a3cce4f0-fbf5-4883-aac7-fb28b993b132","","","mtgo, paper","default","black","","","","",NA,"",18378,0.25,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{2}",2,"Vulshok Gauntlets","305","","","Equipped creature gets +4/+2 and doesn't untap during its controller's untap step.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)","Artifact — Equipment","","","2XM, MRD, PSAL","","common","","","","2XM","","","","Equipment","","Equipped creature gets +4/+2 and doesn't untap during its controller's untap step.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.)","","Artifact — Equipment","Artifact","6fd054e8-fe75-5fa1-b0d8-1ce62ebcf522","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Kevin Dobler","cb0c7f55-a2ff-44dd-8e78-3a1d1b55b209","","","mtgo, paper","default","black","","","","",NA,"",19286,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{3}",3,"Vulshok Battlegear","418","","","Equipped creature gets +3/+3.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)","Artifact — Equipment","","","CMM, DDI, MRD","","common","","","","CMM","","","","Equipment","","Equipped creature gets +3/+3.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.)","","Artifact — Equipment","Artifact","1acf4647-3594-5474-9b3b-719b9ed1cdda","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Billy Christian","10f26f94-64fc-4174-856e-701bea4f1521","","","arena, mtgo, paper","default","black","","U","","U",NA,"",18911,NA,NA,"",NA,"","nonfoil, foil","","""By using the vortex, I can study for at least fifteen extra minutes between every class. I wasn't being reckless, Dean Imbraham. I was being efficient.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Vortex Runner","60","","","As long as you control eight or more lands, Vortex Runner gets +1/+0 and can't be blocked.","Creature — Human Wizard","","2","STX","","common","","","","STX","","","","Human, Wizard","","As long as you control eight or more lands, Vortex Runner gets +1/+0 and can't be blocked.","3","Creature — Human Wizard","Creature","dd1de253-1315-5471-9557-c7f7e92f7279","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Matt Dixon","02e3a0df-c0ac-4eb4-a902-b3bee822f025","","","paper","default","silver","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","host","",NA,"","{3}",3,"Voracious Vacuum","164","","","When this creature enters the battlefield, put a +1/+1 counter on target creature.","Artifact Host Creature — Construct","","1","UST","","common","","","","UST","","","","Construct","Host","When this creature enters the battlefield, put a +1/+1 counter on target creature.","1","Host Artifact Creature — Construct","Artifact, Creature","bb56ba44-24e5-5913-9d7c-bbdc95500198","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Yongjae Choi","5ab91c3b-a6da-4751-a56e-81d0f61a67ab","","","arena, mtgo, paper","default","black","","G","","G",NA,"",18261,NA,NA,"",NA,"","nonfoil, foil","","A typhon's escape from the Underworld makes armies flee and kingdoms fall.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Escape","English","normal","",NA,"","{2}{G}{G}",4,"Voracious Typhon","203","","","Escape—{5}{G}{G}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)\nVoracious Typhon escapes with three +1/+1 counters on it.","Creature — Snake Beast","","4","THB","","common","","","","THB","","","","Snake, Beast","","Escape—{5}{G}{G}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)\nVoracious Typhon escapes with three +1/+1 counters on it.","4","Creature — Snake Beast","Creature","0e84a444-7d05-5c2a-88e2-0c744103f13f","","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Christopher Moeller","21e10012-06ae-44f2-b38d-3824dd2e73d4","","","mtgo, paper","default","black","","U","","U",NA,"",22634,NA,NA,"",NA,"","nonfoil, foil","","","","1997",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kicker","English","normal","",NA,"","{3}{U}",4,"Vodalian Serpent","86","","","Kicker o2 (You may pay an additional o2 as you play this spell.)\nVodalian Serpent can't attack unless defending player controls an island.\nIf you paid the kicker cost, Vodalian Serpent comes into play with four +1/+1 counters on it.","Creature - Serpent","","2","INV","","common","","","","INV","","","","Serpent","","Kicker {2} (You may pay an additional {2} as you cast this spell.)\nVodalian Serpent can't attack unless defending player controls an Island.\nIf Vodalian Serpent was kicked, it enters the battlefield with four +1/+1 counters on it.","2","Creature — Serpent","Creature","b07d8231-4ff5-52be-ac3e-d6de6634845b","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Bayard Wu","b089963c-610a-4d50-9206-d64b7caedef1","","","arena, mtgo, paper","deck","black","","G","","G",NA,"",21865,NA,NA,"",NA,"","nonfoil","","""Regardless of where they come from, crocs are usually able to find their way home. For this one, home is me.""\n—Vivien Reid","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","normal","",NA,"","{2}{G}",3,"Vivien's Crocodile","301","","","Vivien's Crocodile gets +1/+1 as long as you control a Vivien planeswalker.","Creature — Crocodile Spirit","","3","M20","","common","","","","M20","","","","Crocodile, Spirit","","Vivien's Crocodile gets +1/+1 as long as you control a Vivien planeswalker.","3","Creature — Crocodile Spirit","Creature","7bb445ee-2072-5eb2-9f22-786cda2943de","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"David Martin","996ad764-4ae0-4952-8bb5-5a75c9d68275","","","mtgo, paper","default","black","","G","","G",NA,"",14716,0.06,NA,"",NA,"","nonfoil, foil","","","","1997",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{G}",1,"Vitality Charm","296","","","Choose one Put a 1/1 green Insect creature token into play; or target creature gets +1/+1 and gains trample until end of turn; or regenerate target Beast.","Instant","","","ONS","","common","","","","ONS","","","","","","Choose one —\n• Create a 1/1 green Insect creature token.\n• Target creature gets +1/+1 and gains trample until end of turn.\n• Regenerate target Beast.","","Instant","Instant","3e29868d-9ca1-5129-9969-0bbde2df3cf0","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Heather Hudson","4441fe52-9e41-40c1-9b74-8510426279ab","","","mtgo, paper","default","black","","U","","U",NA,"",22093,0.08,NA,"",NA,"","nonfoil, foil","","","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suspend","English","normal","",NA,"","{4}{U}",5,"Viscerid Deepwalker","91","","","{U}: Viscerid Deepwalker gets +1/+0 until end of turn.\nSuspend 4—{U} (Rather than play this card from your hand, you may pay {U} and remove it from the game with four time counters on it. At the beginning of your upkeep, remove a time counter. When you remove the last, play it without paying its mana cost. It has haste.)","Creature - Homarid Warrior","","2","TSP","","common","","","","TSP","","","","Homarid, Warrior","","{U}: Viscerid Deepwalker gets +1/+0 until end of turn.\nSuspend 4—{U} (Rather than cast this card from your hand, you may pay {U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)","3","Creature — Homarid Warrior","Creature","c6b24406-0dc5-5c7d-abab-76778e75b8b7","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"Heather Hudson","4441fe52-9e41-40c1-9b74-8510426279ab","","","paper","default","black","","U","","U",NA,"",23166,NA,NA,"",NA,"","nonfoil","","A fallen Viscerid's only tribute is to be worn by a comrade.","","1993",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{1}{U}",2,"Viscerid Armor","41a","","","Enchanted creature gets +1/+1.\no1o\nU: Return Viscerid Armor to owner's hand.","Enchant Creature","","","ALL, ME2","","common","","","","ALL","","","","Aura","","Enchant creature\nEnchanted creature gets +1/+1.\n{1}{U}: Return Viscerid Armor to its owner's hand.","","Enchantment — Aura","Enchantment","cc5b1957-ff14-5af3-852e-a3eb99f9a78d","b0d688ef-0246-596a-a1fb-e8c2eccce6f9","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Jim Nelson","aa9f64d1-29e1-4c82-877e-44c18183f40b","","","mtgo, paper","default","black","","G","","G",NA,"",7241,0.04,NA,"",NA,"","nonfoil, foil","","In the wisps that night, the once timid boggart saw all the terrible, bloody things he was capable of. And it was glorious.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{G}",1,"Viridescent Wisps","132","","","Target creature becomes green and gets +1/+0 until end of turn.\nDraw a card.","Instant","","","SHM","","common","","","","SHM","","","","","","Target creature becomes green and gets +1/+0 until end of turn.\nDraw a card.","","Instant","Instant","a8190a03-c67b-5048-b2fa-c278bf003981","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Lucas Graciano","ce98f39c-7cdd-47e6-a520-6c50443bb4c2","","","mtgo, paper","default","black","","G","","G",NA,"",19491,NA,NA,"",NA,"","nonfoil, foil","","Fortified by the wilds.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{G}",1,"Vineweft","207","","","Enchant creature\nEnchanted creature gets +1/+1.\n{4}{G}: Return Vineweft from your graveyard to your hand.","Enchantment — Aura","","","M15","","common","","","","M15","","","","Aura","","Enchant creature\nEnchanted creature gets +1/+1.\n{4}{G}: Return Vineweft from your graveyard to your hand.","","Enchantment — Aura","Enchantment","f3a258bd-be66-521a-8840-5cdbe6328a1f","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Dan Scott","f852fa13-137e-40f2-bbc1-0f01df09c0e0","","","paper","","black","","G","","G",NA,"a",12787,NA,NA,"",NA,"","nonfoil","","""The most elegant solutions are found in nature. You just have to know where to look.""","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{G}",1,"Vines of the Recluse","23","","","Target creature gets +1/+2 and gains reach until end of turn. Untap it. (A creature with reach can block creatures with flying.)","Instant","","","DDR, E01, OGW","","common","","","","DDR","","","","","","Target creature gets +1/+2 and gains reach until end of turn. Untap it. (A creature with reach can block creatures with flying.)","","Instant","Instant","f26624cf-0c00-5884-bbb0-f86a11260e64","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Christopher Moeller","21e10012-06ae-44f2-b38d-3824dd2e73d4","","","mtgo, paper","default","black","","G","","G",NA,"",3133,0.11,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Kicker","English","normal","",NA,"","{G}",1,"Vines of Vastwood","168","","","Kicker {G} (You may pay an additional {G} as you cast this spell.)\nTarget creature can't be the target of spells or abilities your opponents control this turn. If Vines of Vastwood was kicked, that creature gets +4/+4 until end of turn.","Instant","","","MM2, ZEN","","common","","","","MM2","","","","","","Kicker {G} (You may pay an additional {G} as you cast this spell.)\nTarget creature can't be the target of spells or abilities your opponents control this turn. If this spell was kicked, that creature gets +4/+4 until end of turn.","","Instant","Instant","394e8181-41ee-5978-bef6-532ecf96930d","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Jason Felix","af42a44c-8ec3-47a7-9047-5d29ddad186d","","","arena, mtgo, paper","default","black","","G","","G",NA,"",14989,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undergrowth","English","normal","",NA,"","{5}{G}",6,"Vigorspore Wurm","147","","","Undergrowth — When Vigorspore Wurm enters the battlefield, target creature gains vigilance and gets +X/+X until end of turn, where X is the number of creature cards in your graveyard.\nVigorspore Wurm can't be blocked by more than one creature.","Creature — Wurm","","6","GRN","","common","","","","GRN","","","","Wurm","","Undergrowth — When Vigorspore Wurm enters the battlefield, target creature gains vigilance and gets +X/+X until end of turn, where X is the number of creature cards in your graveyard.\nVigorspore Wurm can't be blocked by more than one creature.","4","Creature — Wurm","Creature","315acfe0-7346-53ed-8421-99a1140d1597","","golgari",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA
"Alan Pollack","70c20ea3-5ad6-4082-a337-6e994ae5828e","","","paper","default","black","","U","","U",NA,"",8496,0.06,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Graft","English","normal","",NA,"","{2}{U}",3,"Vigean Graftmage","538","","","","","","0","DIS, MB1, MM2","","common","","","","MB1","","","","Vedalken, Wizard, Mutant","","Graft 2 (This creature enters the battlefield with two +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)\n{1}{U}: Untap target creature with a +1/+1 counter on it.","0","Creature — Vedalken Wizard Mutant","Creature","cd01a3c1-5b6e-59a9-a340-4f872e361c1d","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
