"","cardNumber","setCode","commander","foil","commander_deck","artist","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","side","signature","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep"
"104",29,"ZNE","","","Magda, Brazen Outlaw","Kieran Yanner","","","mtgo, paper","","black","","R","","",NA,"",1168,0.44,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Valakut, the Molten Pinnacle","","","Valakut, the Molten Pinnacle enters the battlefield tapped.\nWhenever a Mountain enters the battlefield under your control, if you control at least five other Mountains, you may have Valakut, the Molten Pinnacle deal 3 damage to any target.\n{T}: Add {R}.","Land","","","PRM, PZEN, ZEN, ZNE","","mythic","","","oval","","","","","","Valakut, the Molten Pinnacle enters the battlefield tapped.\nWhenever a Mountain enters the battlefield under your control, if you control at least five other Mountains, you may have Valakut, the Molten Pinnacle deal 3 damage to any target.\n{T}: Add {R}.","","Land","Land","a37efbf1-73ee-5d5a-9de0-15bda79656f9","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"105",293,"AFR","","","Magda, Brazen Outlaw","Scott M. Fischer","","","arena, mtgo, paper","","borderless","","R","","R",NA,"",2945,0.27,NA,"",NA,"","nonfoil, foil","","","legendary","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Flying, Haste","English","normal","{'brawl': False, 'commander': True, 'oathbreaker': False}",NA,"","{4}{R}{R}",6,"Inferno of the Star Mounts","","","This spell can't be countered.\nFlying, haste\n{R}: Inferno of the Star Mounts gets +1/+0 until end of turn. When its power becomes 20 this way, it deals 20 damage to any target.","Legendary Creature — Dragon","","6","AFR, PAFR, PRM, SLD","boosterfun","mythic","","","oval","","","","Dragon","Legendary","This spell can't be countered.\nFlying, haste\n{R}: Inferno of the Star Mounts gets +1/+0 until end of turn. When its power becomes 20 this way, it deals 20 damage to any target.","6","Legendary Creature — Dragon","Creature","8937d320-f3ff-5646-81c0-65bdf0a6c1d3","7c9417e3-8e35-57f4-9711-b74af2edb06f","",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"106",296,"KHM","","","Lathril, Blade of the Elves","Randy Vargas","","","arena, mtgo, paper","","borderless","","B","","B",NA,"",1815,0.15,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Foretell","English","normal","",NA,"","{4}{B}{B}",6,"Haunting Voyage","","","Choose a creature type. Return up to two creature cards of that type from your graveyard to the battlefield. If this spell was foretold, return all creature cards of that type from your graveyard to the battlefield instead.\nForetell {5}{B}{B}","Sorcery","","","KHM, PKHM, PRM","boosterfun","mythic","","","oval","","","","","","Choose a creature type. Return up to two creature cards of that type from your graveyard to the battlefield. If this spell was foretold, return all creature cards of that type from your graveyard to the battlefield instead.\nForetell {5}{B}{B} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)","","Sorcery","Sorcery","5431111e-d54e-534f-b42a-39719fa54568","4ec399b4-03a0-56f5-be98-99db7854bb83","",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"107",297,"C21","","","Lathril, Blade of the Elves","Rob Alexander","","","mtgo, paper","","black","","B, G","","",NA,"",184,0.07,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","",0,"Llanowar Wastes","","","{T}: Add {C}.\n{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you.","Land","","","10E, 9ED, APC, BRO, C19, C20, C21, M15, ORI, PBRO, PRM, WC01","","rare","","","oval","","","","","","{T}: Add {C}.\n{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you.","","Land","Land","4f8f18be-5825-50d5-8bff-f60032611651","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"108",305,"CMR","","","Magda, Brazen Outlaw","Volkan Baǵa","","","mtgo, paper","default","black","","","","",NA,"",544,0.49,NA,"",NA,"","nonfoil, foil","","Not all beautiful things are fragile.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{1}",1,"Commander's Plate","","","Equipped creature gets +3/+3 and has protection from each color that's not in your commander's color identity.\nEquip commander {3}\nEquip {5}","Artifact — Equipment","","","CMR, PHED, PRM","","mythic","","","oval","","","","Equipment","","Equipped creature gets +3/+3 and has protection from each color that's not in your commander's color identity.\nEquip commander {3}\nEquip {5}","","Artifact — Equipment","Artifact","d46eaf32-3cb7-5892-ab91-bf1d8c8e9337","49e5fa5f-8051-5b23-9327-e4c6e0ff9df1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"109",306,"CMR","","","Magda, Brazen Outlaw","Ryan Alexander Lee","","","mtgo, paper","default","black","","","","",NA,"",21,0.13,NA,"",NA,"","nonfoil, foil","","It harmonizes with the essence of its master.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}",3,"Commander's Sphere","","","{T}: Add one mana of any color in your commander's color identity.\nSacrifice Commander's Sphere: Draw a card.","Artifact","","","40K, AFC, BRC, C14, C16, C17, C18, C19, C20, C21, CM2, CMA, CMR, DMC, J18, KHC, LTC, MIC, MOC, NCC, ONC, PCTB, PRM, SCD, SLD, VOC, ZNC","","common","","","","","","","","","{T}: Add one mana of any color in your commander's color identity.\nSacrifice Commander's Sphere: Draw a card.","","Artifact","Artifact","8236412e-3921-5f02-b5e6-04af3d78c402","01462197-c897-5e29-8401-ec5b71dd81f3","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"110",309,"CMR","","","Magda, Brazen Outlaw","Lindsey Look","","","mtgo, paper","default","black","","R","","",NA,"",367,0.04,NA,"",NA,"","nonfoil, foil","","The essence of flame to stoke the spirit.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}",2,"Fire Diamond","","","Fire Diamond enters the battlefield tapped.\n{T}: Add {R}.","Artifact","","","6ED, 7ED, C14, CLB, CM2, CMR, MIR, VOC, WC99","","common","","","","","","","","","Fire Diamond enters the battlefield tapped.\n{T}: Add {R}.","","Artifact","Artifact","a87daf0e-14b7-5446-889d-157b129cfbde","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"111",318,"ONE","","","Lathril, Blade of the Elves","Ravenna Tran","","","arena, mtgo, paper","","borderless","","B, G","","B, G",NA,"",4063,NA,NA,"",NA,"","nonfoil, foil","","","showcase, legendary, inverted","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Deathtouch, First strike","English","normal","{'brawl': True, 'commander': True, 'oathbreaker': False}",NA,"","{1}{B}{G}",3,"Glissa Sunslayer","","","First strike, deathtouch\nWhenever Glissa Sunslayer deals combat damage to a player, choose one —\n• You draw a card and you lose 1 life.\n• Destroy target enchantment.\n• Remove up to three counters from target permanent.","Legendary Creature — Phyrexian Zombie Elf","","3","ONE, PONE","boosterfun","rare","","","oval","","","","Phyrexian, Zombie, Elf","Legendary","First strike, deathtouch\nWhenever Glissa Sunslayer deals combat damage to a player, choose one —\n• You draw a card and you lose 1 life.\n• Destroy target enchantment.\n• Remove up to three counters from target permanent.","3","Legendary Creature — Phyrexian Zombie Elf","Creature","86fe28e3-19d6-5506-8d2f-2a475b38197b","91040ff4-32d2-5207-8941-158734ba7991, fee78fa4-55ae-579b-b573-31d0e3ce0aea","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"112",320,"2X2","","","Lathril, Blade of the Elves","Richard Wright","","","mtgo, paper","default","black","","","","",NA,"",193,0.56,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","",0,"Cavern of Souls","","","As Cavern of Souls enters the battlefield, choose a creature type.\n{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type, and that spell can't be countered.","Land","","","2X2, AVR, LTC, MM3, PLIST, PRM, PUMA, UMA, ZNE","","mythic","","","oval","","","","","","As Cavern of Souls enters the battlefield, choose a creature type.\n{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type, and that spell can't be countered.","","Land","Land","01603f03-a5ea-53d0-9d9e-14770b97be39","749ccb78-b54f-520e-ab79-80d56cb90b1e, f59890f1-d5da-5d4d-99ed-7fd1a65de3c7","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"113",321,"CLB","","","Magda, Brazen Outlaw","Sean Murray","","","mtgo, paper","default","black","","","","",NA,"",8663,0.1,NA,"",NA,"","nonfoil, foil","","""One-two! One-two! One-two! One-two!""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treasure","English","normal","",NA,"","{2}",2,"Marching Duodrone","","","Whenever Marching Duodrone attacks, each player creates a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","Artifact Creature — Construct","","2","CLB","","common","","","","","","","Construct","","Whenever Marching Duodrone attacks, each player creates a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","2","Artifact Creature — Construct","Artifact, Creature","866ce491-3f71-5034-b3ff-5ef871cdb1d8","10f49ac1-8265-5728-ad52-3194a68e68d0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"114",322,"AFR","","","Magda, Brazen Outlaw","Justine Jones","","","arena, mtgo, paper","","black","","R","","R",NA,"",817,0.44,NA,"",NA,"","nonfoil, foil","","","showcase","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Treasure","English","normal","",NA,"","{2}{R}",3,"Xorn","","","If you would create one or more Treasure tokens, instead create those tokens plus an additional Treasure token.","Creature — Elemental","","3","AFR, PAFR","boosterfun","rare","","","oval","","","","Elemental","","If you would create one or more Treasure tokens, instead create those tokens plus an additional Treasure token.","2","Creature — Elemental","Creature","cd7ac4cf-6d4c-582d-bfd2-b12cb97fc8e7","fc3d9bc3-028e-5a9f-8a9a-a0cefcf3776a","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"115",324,"CLB","","","Magda, Brazen Outlaw","Donato Giancola","","","paper","default","black","","","","",NA,"",5492,0.07,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew, Trample, Ward","English","normal","",NA,"","{3}",3,"Mighty Servant of Leuk-o","","","Trample\nWard—\nDiscard a card.\nWhenever Mighty Servant of Leuk-o becomes crewed for the first time each turn, if it was crewed by exactly two creatures, it gains ""Whenever this creature deals combat damage to a player, draw two cards"" until end of turn.\nCrew 4","Artifact — Vehicle","","6","CLB, PCLB","","rare","","","oval","","","","Vehicle","","Trample\nWard—Discard a card.\nWhenever Mighty Servant of Leuk-o becomes crewed for the first time each turn, if it was crewed by exactly two creatures, it gains ""Whenever this creature deals combat damage to a player, draw two cards"" until end of turn.\nCrew 4","6","Artifact — Vehicle","Artifact","8f84ff81-4006-569c-9018-ae2fc3ea29cc","777bbd42-57a1-594f-af45-48644b9ab016","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"116",328,"2XM","","","Lathril, Blade of the Elves","Rob Alexander","","","mtgo, paper","default","black","","B, G","","",NA,"",799,0.09,NA,"",NA,"","nonfoil, foil","","As their roots soaked in a weak tea of bogwater and decay, the trees absorbed the essence of death into their living tissue.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","",0,"Twilight Mire","","","{T}: Add {C}.\n{BG}, {T}: Add {B}{B}, {B}{G}, or {G}{G}.","Land","","","2XM, A25, EVE, EXP, NCC, PRM","","rare","","","oval","","","","","","{T}: Add {C}.\n{B/G}, {T}: Add {B}{B}, {B}{G}, or {G}{G}.","","Land","Land","0de72cc6-eca4-55e1-9ff3-68b8aefeb152","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"117",339,"CLB","","","Magda, Brazen Outlaw","Manuel Castañón","","","paper","default","black","","","","",NA,"",10,0.36,NA,"",NA,"","nonfoil, foil","","One who wears magical *boots of striding and springing* can jump astounding distances.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{2}",2,"Swiftfoot Boots","","","Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control.)\nEquip {1}","Artifact — Equipment","","","A25, AFC, BRC, BRR, C13, C14, C15, C16, C17, C18, C20, CLB, CM2, CMA, CMR, KHC, M12, MIC, NCC, NEC, PHED, PL23, PLIST, PRM, PW22, PZ1, SCD, SLD, VOC","","uncommon","","","","","","","Equipment","","Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control.)\nEquip {1}","","Artifact — Equipment","Artifact","e4536570-e3dc-58dd-8283-aaaa6f8fb711","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"118",339,"ONE","","","Lathril, Blade of the Elves","Gou Tanabe","","","arena, mtgo, paper","","borderless","","G","","G",NA,"",3490,NA,NA,"",NA,"","nonfoil, foil","","","showcase, inverted","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Compleated","English","normal","{'brawl': True, 'commander': False, 'oathbreaker': True}",NA,"7","{3}{G}{G}{G/P}{G/P}",7,"Nissa, Ascended Animist","","","Compleated\n+1: Create an X/X green Phyrexian Horror creature token, where X is Nissa, Ascended Animist's loyalty.\n−1: Destroy target artifact or enchantment.\n−7: Until end of turn, creatures you control get +1/+1 for each Forest you control and gain trample.","Legendary Planeswalker — Nissa","","","ONE, PONE","boosterfun","mythic","","","oval","","","","Nissa","Legendary","Compleated ({G/P} can be paid with {G} or 2 life. For each {G/P} paid with life, this planeswalker enters with two fewer loyalty counters.)\n[+1]: Create an X/X green Phyrexian Horror creature token, where X is Nissa, Ascended Animist's loyalty.\n[−1]: Destroy target artifact or enchantment.\n[−7]: Until end of turn, creatures you control get +1/+1 for each Forest you control and gain trample.","","Legendary Planeswalker — Nissa","Planeswalker","37d2bc9d-f0cb-5b96-bcd8-b6e3058e3a00","a1023295-7922-5b7d-afd2-eabd05c16b86, b64afc3d-a8e6-58ca-939e-15b35f95600c, 5d43ef27-f5a5-52e4-ac22-c4df1bc8173a, 716df6e5-5c72-56f0-bf79-b2874d86b4b6, 6f24bb46-5af8-56c9-9d90-93fd20cfc598","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"119",339,"ZNR","","","Lathril, Blade of the Elves","Victor Adame Minguez","","","mtgo, paper","","black","","B","","B",NA,"",1018,NA,NA,"",NA,"Hagra Mauling","nonfoil, foil","","","extendedart","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","modal_dfc","",NA,"","{2}{B}{B}",4,"Hagra Mauling // Hagra Broodpit","","","This spell costs {1} less to cast if an opponent controls no basic lands.\nDestroy target creature.","Instant","30489ca2-a650-5638-995e-ebd5f7c1014f","","PCTB, PRM, PZNR, ZNR","boosterfun","rare","","","oval","a","","","","","This spell costs {1} less to cast if an opponent controls no basic lands.\nDestroy target creature.","","Instant","Instant","ee07b2ff-7520-5e0f-952d-675a7ec95965","bd6c333d-346c-5178-a15d-917f86ac3e7a","",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"120",339,"ZNR","","","Lathril, Blade of the Elves","Victor Adame Minguez","","","mtgo, paper","","black","","B","","",NA,"",1018,NA,NA,"",NA,"Hagra Broodpit","nonfoil, foil","","","extendedart","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","modal_dfc","",NA,"","",0,"Hagra Mauling // Hagra Broodpit","","","Hagra Broodpit enters the battlefield tapped.\n{T}: Add {B}.","Land","ee07b2ff-7520-5e0f-952d-675a7ec95965","","PCTB, PRM, PZNR, ZNR","boosterfun","rare","","","oval","b","","","","","Hagra Broodpit enters the battlefield tapped.\n{T}: Add {B}.","","Land","Land","30489ca2-a650-5638-995e-ebd5f7c1014f","c3dbece1-31b6-5e2b-89eb-5a31c5473ebd","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"121",346,"CMR","","","Magda, Brazen Outlaw","rk post","","","mtgo, paper","default","black","","","","",NA,"",35,0.21,NA,"",NA,"","nonfoil, foil","","Infinite possibilities contained in a finite space.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}",2,"Thought Vessel","","","You have no maximum hand size.\n{T}: Add {C}.","Artifact","","","40K, BRC, C15, CLB, CM2, CMA, CMR, LTC, MB1, PHED, PLG22, PLIST, PRM, PZ1, SCD","","uncommon","","","","","","","","","You have no maximum hand size.\n{T}: Add {C}.","","Artifact","Artifact","47272c45-37bb-52ed-a8a6-2e570670a6b9","f8475342-6484-5974-aa45-556f101d9d09","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"122",348,"ZNR","","Y","Magda, Brazen Outlaw","Chase Stone","","","mtgo, paper","","black","","R","","R",NA,"",2118,0.27,NA,"",NA,"","nonfoil, foil","","","extendedart","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Flying","English","normal","",NA,"","{2}{R}{R}",4,"Leyline Tyrant","","","Flying\nYou don't lose unspent red mana as steps and phases end.\nWhen Leyline Tyrant dies, you may pay any amount of {R}. When you do, it deals that much damage to any target.","Creature — Dragon","","4","PRM, PZNR, ZNR","boosterfun","mythic","","","oval","","","","Dragon","","Flying\nYou don't lose unspent red mana as steps and phases end.\nWhen Leyline Tyrant dies, you may pay any amount of {R}. When you do, it deals that much damage to any target.","4","Creature — Dragon","Creature","c9d574cb-f1c3-5d4c-9984-0b60f3c29541","091650a7-76ef-5250-8b67-5215b9242619","",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"123",353,"AFR","","","Magda, Brazen Outlaw","Brian Snõddy","","","arena, mtgo, paper","","black","","","","",NA,"",14,0.1,NA,"",NA,"","nonfoil, foil","","","showcase","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Evolving Wilds","","","{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.","Land","","","40K, AFR, AKH, AKR, ANB, BFZ, BRC, BRO, C13, C14, C15, C16, C17, C18, C19, CLB, CM2, CMA, CMD, CMR, CN2, DBL, DDH, DDK, DDN, DDO, DDP, DKA, DMC, DTK, F12, IKO, IMA, J22, LTC, M13, M15, M20, MB1, MID, MM2, MOC, ORI, PANA, PCTB, PRIX, PRM, PTKDF, RIX, ROE, SIS, SLD, VOW, ZNC","boosterfun","common","","","","","","","","","{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.","","Land","Land","9aa88c25-0525-5817-a227-7ff2aeb23b1c","0b4202f9-eb96-523f-95a5-9fe4576de393","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"124",357,"CMR","","","Magda, Brazen Outlaw","Dan Scott","","","mtgo, paper","default","black","","","","",NA,"",22,0.05,NA,"",NA,"","nonfoil, foil","","Take two steps north into the unsettled future, south into the unquiet past, east into the present day, or west into the great unknown.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","",0,"Terramorphic Expanse","","","{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.","Land","","","10E, 40K, AFC, ARC, BRC, C13, C14, C15, C16, C17, C18, C19, CM2, CMA, CMD, CMR, DDE, DDH, DDN, DMC, H09, HOP, JMP, LTC, M10, M11, MMA, MOC, ONE, PC2, PCA, PCTB, PRM, PS11, PSAL, SLD, TD0, TD2, TSP, TSR, UMA, ZNC","","common","","","","","","","","","{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.","","Land","Land","06e49e8e-e561-5fb3-8f55-b9bcb7762fd0","9da815e1-3345-5dc5-bcc4-05068fb2e4d0, 1ff6b267-c056-5a3c-a583-e05f59613818","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"125",36,"MIC","","","Magda, Brazen Outlaw","Andrew Mar","","","mtgo, paper","","black","","R","","R",NA,"",4368,0.24,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Flashback, Treasure","English","normal","",NA,"","{3}{R}",4,"Visions of Ruin","","","Each opponent sacrifices an artifact. For each artifact sacrificed this way, you create a Treasure token.\nFlashback {8}{R}{R}. This spell costs {X} less to cast this way, where X is the greatest mana value of a commander you own on the battlefield or in the command zone. (You may cast this card from your graveyard for its flashback cost. Then exile it.)","Sorcery","","","MIC","","rare","","","oval","","","","","","Each opponent sacrifices an artifact. For each artifact sacrificed this way, you create a Treasure token.\nFlashback {8}{R}{R}. This spell costs {X} less to cast this way, where X is the greatest mana value of a commander you own on the battlefield or in the command zone. (You may cast this card from your graveyard for its flashback cost. Then exile it.)","","Sorcery","Sorcery","349a5fae-7a38-583a-8b5c-d92043f70946","8e76e6ae-2cd2-50c9-b087-d92935d6e462","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"126",361,"2X2","","","Magda, Brazen Outlaw","Chuck Lukacs","","","paper","","borderless","","R","","R",NA,"",252,0.13,NA,"",NA,"","nonfoil, foil","","""My, how shocking.""\n—Barrin, Tolarian archmage","inverted","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{R}",1,"Lightning Bolt","","","Lightning Bolt deals 3 damage to any target.","Instant","","","2ED, 2X2, 30A, 3ED, 4BB, 4ED, A25, ATH, BTD, CED, CEI, CLB, E01, FBB, GN3, HBG, J21, JGP, JMP, LEA, LEB, M10, M11, MB1, ME1, MM2, P10, PD2, PF19, PLIST, PRM, PTC, SLD, STA, SUM, TD0","boosterfun","uncommon","","","","","","","","","Lightning Bolt deals 3 damage to any target.","","Instant","Instant","190a854f-6657-59fb-a551-4bf99e4a5905","0aa4288b-47ee-5d3b-8b81-5479779a8b7b","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
